Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201401BS70709,525490,179530,-0.193447,51.500732,1,3,2,1,19/10/2014,1,00:35,12,E09000020,3,315,3,30,3,4,5,0,0,4,4,2,2,0,0,1,1,E01002816
201401BS70710,526810,178810,-0.174699,51.493967,1,3,2,1,03/10/2014,6,14:45,12,E09000020,3,3218,6,30,7,2,5,0,0,5,1,1,1,0,0,1,2,E01002821
201401BS70711,526510,177260,-0.179573,51.480104,1,3,2,1,18/10/2014,7,18:30,12,E09000020,3,3220,6,30,3,4,3,3220,0,0,4,1,1,0,0,1,2,E01002841
201401BS70712,527420,179320,-0.165732,51.498413,1,3,2,1,20/10/2014,2,17:20,12,E09000020,3,4,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002819
201401BS70713,525530,179260,-0.192967,51.498296,1,3,2,1,16/10/2014,5,16:30,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002813
201401BS70714,524910,180810,-0.201346,51.512364,1,3,1,1,12/10/2014,1,17:00,12,E09000020,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01002886
201401BS70715,525320,178910,-0.196115,51.495197,1,3,2,1,10/10/2014,6,20:40,12,E09000020,3,3220,2,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01002815
201401BS70716,527980,179210,-0.157709,51.497298,1,3,1,1,21/10/2014,3,09:36,12,E09000020,4,319,6,30,6,4,6,0,0,1,1,1,1,0,0,1,1,E01002818
201401BS70717,524950,179240,-0.201326,51.498245,1,3,2,1,22/10/2014,4,09:10,12,E09000020,3,315,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002817
201401BS70718,525580,178850,-0.192393,51.4946,1,2,1,1,22/10/2014,4,12:00,12,E09000020,3,4,3,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01002850
201401BS70721,527780,179680,-0.160419,51.501567,1,3,1,1,23/10/2014,5,18:00,1,E09000033,3,3216,6,30,3,4,3,4,0,0,4,1,1,0,0,1,1,E01002818
201401BS70722,526360,177160,-0.181768,51.479239,1,3,2,1,23/10/2014,5,08:20,12,E09000020,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01002841
201401BS70723,527780,179440,-0.160506,51.49941,1,3,2,1,10/10/2014,6,17:30,12,E09000020,6,0,2,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002818
201401BS70724,526340,177410,-0.181966,51.48149,1,3,1,1,25/10/2014,7,13:07,12,E09000020,3,3217,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,E01002843
201401BS70725,527050,177960,-0.171549,51.486274,1,3,1,1,24/10/2014,6,23:15,12,E09000020,3,3217,6,30,3,4,6,0,0,0,4,4,1,0,0,1,1,E01002844
201401BS70726,524390,180090,-0.20909,51.506008,1,3,1,1,25/10/2014,7,20:10,12,E09000020,6,0,6,30,3,4,3,402,0,1,4,2,2,0,0,1,1,E01002868
201401BS70727,524020,179970,-0.21446,51.50501,1,3,2,1,25/10/2014,7,14:10,12,E09000020,3,402,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01002869
201401BS70728,526990,178540,-0.172204,51.4915,1,3,2,1,14/10/2014,3,16:24,12,E09000020,3,308,6,30,3,4,4,304,0,0,1,1,1,0,0,1,1,E01002914
201401BS70729,527940,178890,-0.158401,51.494431,1,3,1,1,26/10/2014,1,18:50,12,E09000020,3,3216,6,30,6,4,6,0,0,1,4,1,1,0,0,1,1,E01002859
201401BS70731,526360,177430,-0.181671,51.481665,1,3,2,2,26/10/2014,1,12:00,12,E09000020,3,3220,6,30,6,2,3,3217,0,5,1,1,1,0,0,1,1,E01002913
201401BS70733,524730,178990,-0.204582,51.496047,1,3,2,1,26/10/2014,1,15:55,12,E09000020,3,3220,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002814
201401BS70734,526280,177790,-0.182694,51.484918,1,3,2,1,27/10/2014,2,16:15,12,E09000020,3,308,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002912
201401BS70736,524740,179110,-0.204395,51.497123,1,3,1,1,24/10/2014,6,19:00,12,E09000020,3,315,3,30,6,2,3,3220,0,5,4,1,1,0,0,1,2,E01002867
201401BS70737,525860,179710,-0.188055,51.502267,1,3,2,1,28/10/2014,3,08:00,12,E09000020,3,315,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01002889
201401BS70738,526130,177640,-0.184907,51.483604,1,3,1,1,24/10/2014,6,09:00,12,E09000020,3,308,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002912
201401BS70739,524390,181090,-0.208737,51.514995,1,3,2,1,28/10/2014,3,07:52,12,E09000020,6,0,6,30,6,4,4,450,0,0,4,1,1,0,0,1,1,E01002874
201401BS70740,525220,180420,-0.197019,51.50879,1,2,1,1,28/10/2014,3,19:45,12,E09000020,3,402,6,30,3,2,3,4206,0,5,4,1,1,0,0,1,1,E01002827
201401BS70741,526140,179570,-0.184073,51.500947,1,3,2,1,31/10/2014,6,13:50,12,E09000020,4,325,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01002891
201401BS70742,528090,177800,-0.156637,51.484601,1,3,1,1,31/10/2014,6,13:15,12,E09000020,3,3212,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002900
201401BS70743,524270,180060,-0.210828,51.505764,1,3,2,1,30/10/2014,5,10:40,12,E09000020,3,402,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002869
201401BS70744,525060,178520,-0.199997,51.49175,1,3,2,1,30/10/2014,5,14:36,12,E09000020,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002848
201401BS70745,526930,177490,-0.173445,51.482077,1,2,2,1,31/10/2014,6,06:40,12,E09000020,3,3212,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,E01002840
201401BS70746,523840,182510,-0.216161,51.527877,1,3,2,1,02/11/2014,1,17:00,1,E09000033,3,404,6,30,3,2,4,450,0,5,4,1,2,0,0,1,1,E01002852
201401BS70747,523700,181300,-0.218602,51.517033,1,3,1,1,29/10/2014,4,11:30,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002877
201401BS70749,526720,177800,-0.176357,51.48491,1,3,2,1,03/11/2014,2,09:10,12,E09000020,5,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01002911
201401BS70750,526990,178320,-0.172283,51.489523,1,3,2,1,24/09/2014,4,10:25,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002914
201401BS70751,525940,178590,-0.187303,51.492184,1,2,2,1,29/10/2014,4,21:15,12,E09000020,5,0,1,30,2,4,6,0,0,0,4,2,2,0,0,1,2,E01002834
201401BS70752,524450,180130,-0.208211,51.506354,1,2,2,1,04/11/2014,3,08:00,12,E09000020,3,402,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002868
201401BS70753,525420,180480,-0.194118,51.509285,1,3,1,1,04/11/2014,3,14:00,12,E09000020,3,402,6,30,3,2,3,4204,0,5,1,1,1,0,0,1,1,E01002827
201401BS70754,526170,179290,-0.183741,51.498424,1,3,1,1,04/11/2014,3,12:53,12,E09000020,4,325,6,30,6,4,6,0,0,1,1,1,1,0,0,1,1,E01002890
201401BS70755,524650,180590,-0.205169,51.510444,1,3,2,1,20/09/2014,7,12:10,12,E09000020,4,450,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002875
201401BS70756,525540,180570,-0.192357,51.510067,1,3,2,1,04/11/2014,3,22:00,12,E09000020,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002885
201401BS70758,525190,180560,-0.197402,51.510055,1,3,1,1,05/11/2014,4,12:30,12,E09000020,3,4206,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002883
201401BS70759,524010,179750,-0.214682,51.503035,1,3,3,1,06/11/2014,5,04:00,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002869
201401BS70760,524180,181620,-0.211575,51.519804,1,3,1,1,04/11/2014,3,19:00,12,E09000020,4,450,6,30,3,4,5,0,0,1,4,2,2,0,0,1,1,E01002909
201401BS70761,525670,177120,-0.191713,51.479033,1,3,2,1,14/10/2014,3,19:00,11,E09000013,6,0,6,30,6,4,6,0,0,1,4,1,1,0,0,1,2,E01001921
201401BS70762,525740,178280,-0.190293,51.489442,1,3,2,1,07/11/2014,6,05:50,12,E09000020,3,3220,2,30,6,2,3,3218,0,5,4,1,1,0,0,1,1,E01002849
201401BS70764,526440,178490,-0.18014,51.491174,1,3,1,1,07/11/2014,6,15:44,12,E09000020,3,3218,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01002837
201401BS70765,524960,180380,-0.200778,51.508488,1,3,2,2,06/11/2014,5,16:55,12,E09000020,3,402,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,E01002883
201401BS70766,526170,179190,-0.183777,51.497525,1,3,2,1,06/11/2014,5,14:30,12,E09000020,4,325,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002890
201401BS70767,527840,179410,-0.159652,51.499127,1,3,1,1,07/11/2014,6,17:10,12,E09000020,3,3216,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002818
201401BS70768,524860,178930,-0.202731,51.495479,1,3,3,2,07/11/2014,6,14:35,12,E09000020,4,314,2,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01002817
201401BS70769,525020,178620,-0.200537,51.492657,1,3,2,1,07/11/2014,6,05:46,12,E09000020,3,4,3,30,6,2,3,3220,0,5,4,2,2,0,0,1,1,E01002814
201401BS70770,525240,179070,-0.19721,51.496653,1,3,2,1,08/11/2014,7,14:07,12,E09000020,4,316,2,30,3,2,6,0,0,0,1,2,2,0,0,1,1,E01002813
201401BS70771,523910,181390,-0.215546,51.517796,1,3,2,1,08/11/2014,7,20:05,12,E09000020,4,412,1,30,2,4,6,0,0,0,4,2,2,0,0,1,1,E01002878
201401BS70772,527980,178710,-0.15789,51.492805,1,3,1,1,08/11/2014,7,18:30,12,E09000020,3,3216,6,30,3,4,3,3217,0,1,4,2,2,0,0,1,1,E01002859
201401BS70773,526880,178980,-0.17363,51.495479,1,3,2,1,08/11/2014,7,21:44,12,E09000020,5,0,6,30,6,2,3,4,0,5,4,2,2,0,0,1,1,E01002821
201401BS70775,528130,178350,-0.155861,51.489535,1,3,2,1,10/11/2014,2,18:30,12,E09000020,3,3216,6,30,6,2,3,3214,0,5,4,1,1,0,0,1,1,E01002902
201401BS70776,524360,181190,-0.209134,51.5159,1,3,2,1,10/11/2014,2,21:16,12,E09000020,4,450,6,30,6,2,4,412,0,5,4,1,1,0,0,1,1,E01002874
201401BS70777,527590,179490,-0.163223,51.499902,1,3,2,1,01/11/2014,7,22:00,12,E09000020,3,4,3,30,3,4,3,4,0,4,4,1,1,0,0,1,2,E01004689
201401BS70778,525380,178800,-0.19529,51.494195,1,3,1,1,04/11/2014,3,17:00,12,E09000020,3,3220,2,30,6,2,3,4,0,5,4,2,2,0,0,1,2,E01002851
201401BS70779,527490,178590,-0.164988,51.491837,1,3,2,1,12/11/2014,4,19:02,12,E09000020,5,0,6,30,6,4,6,0,0,1,4,2,2,0,0,1,1,E01002858
201401BS70780,525590,178930,-0.192221,51.495317,1,2,2,1,11/11/2014,3,14:26,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002812
201401BS70781,526930,177490,-0.173445,51.482077,1,3,2,1,11/11/2014,3,16:45,12,E09000020,3,3212,6,30,6,2,3,3220,0,5,4,1,1,0,0,1,1,E01002840
201401BS70782,526270,177780,-0.182841,51.484831,1,3,1,1,11/11/2014,3,10:05,12,E09000020,3,308,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002912
201401BS70783,527980,179210,-0.157709,51.497298,1,3,2,1,11/11/2014,3,20:05,12,E09000020,6,0,6,30,6,4,4,319,0,1,4,2,2,0,0,1,1,E01002818
201401BS70784,526910,178790,-0.173266,51.493764,1,2,1,1,11/11/2014,3,20:10,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01002821
201401BS70785,526670,177870,-0.177051,51.48555,1,3,4,1,07/11/2014,6,17:40,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002911
201401BS70786,525080,180600,-0.198972,51.510439,1,3,2,1,20/10/2014,2,14:05,12,E09000020,4,415,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002883
201401BS70787,524850,182110,-0.20175,51.52406,1,3,2,1,25/09/2014,5,15:48,1,E09000033,3,4207,6,30,7,2,3,404,0,5,1,9,1,0,0,1,2,E01004679
201401BS70788,526670,178190,-0.176937,51.488426,1,3,2,1,13/11/2014,5,08:56,12,E09000020,3,308,6,30,3,4,6,0,0,1,1,1,2,0,0,1,1,E01002910
201401BS70789,526590,177270,-0.178418,51.480176,1,3,1,1,13/11/2014,5,07:19,12,E09000020,3,3220,6,30,3,4,5,0,0,1,1,1,1,0,0,1,1,E01002840
201401BS70790,523990,179770,-0.214963,51.503219,1,3,2,1,13/11/2014,5,21:45,12,E09000020,3,3220,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002869
201401BS70792,526780,177700,-0.175529,51.483998,1,3,2,1,16/11/2014,1,19:35,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01002845
201401BS70794,525630,179650,-0.191389,51.501779,1,3,1,1,14/11/2014,6,16:45,12,E09000020,3,315,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,E01002826
201401BS70795,525380,179560,-0.195021,51.501026,1,3,3,1,16/11/2014,1,14:45,12,E09000020,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002865
201401BS70796,524940,180370,-0.20107,51.508403,1,3,2,1,10/11/2014,2,17:45,12,E09000020,3,402,6,30,3,4,6,0,0,1,4,1,1,0,0,1,2,E01002883
201401BS70798,526690,177990,-0.17672,51.486624,1,3,2,1,10/11/2014,2,10:20,12,E09000020,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01002910
201401BS70799,523910,182300,-0.215226,51.525975,1,3,2,2,19/11/2014,4,18:10,12,E09000020,4,450,6,30,1,4,6,0,0,0,4,1,1,0,0,1,1,E01002852
201401BS70801,526300,178740,-0.182066,51.493452,1,3,2,1,19/11/2014,4,19:34,12,E09000020,5,0,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002835
201401BS70802,524800,179000,-0.20357,51.496121,1,3,2,1,19/11/2014,4,20:31,12,E09000020,4,314,2,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002814
201401BS70804,526170,178690,-0.183956,51.493031,1,3,2,1,18/11/2014,3,20:00,12,E09000020,6,0,1,30,2,4,6,0,0,0,4,1,1,0,0,1,1,E01002839
201401BS70805,528060,178650,-0.15676,51.492247,1,3,1,1,18/11/2014,3,14:50,12,E09000020,3,3217,6,30,3,4,3,3217,0,4,1,1,1,0,0,1,1,E01002902
201401BS70806,525800,178610,-0.189311,51.492395,1,3,2,1,20/11/2014,5,12:45,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002834
201401BS70807,525340,179450,-0.195636,51.500046,1,3,1,1,20/11/2014,5,10:22,12,E09000020,3,315,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002816
201401BS70808,526880,178790,-0.173698,51.493771,1,3,1,1,20/11/2014,5,07:34,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002821
201401BS70809,527570,179470,-0.163518,51.499727,1,3,2,1,21/11/2014,6,09:20,12,E09000020,3,4,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004689
201401BS70810,526890,178940,-0.1735,51.495117,1,2,2,3,22/11/2014,7,01:10,12,E09000020,3,3218,6,30,6,2,3,3218,0,5,4,1,1,0,0,1,1,E01002821
201401BS70811,525240,179070,-0.19721,51.496653,1,3,2,1,21/11/2014,6,20:15,12,E09000020,4,316,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01002813
201401BS70812,525390,178840,-0.195132,51.494553,1,3,2,1,21/11/2014,6,12:40,12,E09000020,3,4,3,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01002851
201401BS70814,524410,181090,-0.208449,51.51499,1,3,2,1,21/11/2014,6,16:04,12,E09000020,4,450,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01002874
201401BS70815,524800,181910,-0.202541,51.522274,1,3,2,1,21/11/2014,6,14:21,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01002854
201401BS70817,525020,180390,-0.199911,51.508565,1,3,2,1,22/11/2014,7,15:07,12,E09000020,3,402,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01002828
201401BS70818,526170,177320,-0.184445,51.480719,1,3,1,1,20/11/2014,5,21:00,12,E09000020,3,308,6,30,3,4,6,0,0,1,4,1,1,0,0,1,2,E01002843
201401BS70819,527810,179170,-0.160171,51.496977,1,3,3,1,26/11/2014,4,15:20,12,E09000020,4,319,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002863
201401BS70820,525150,180370,-0.198045,51.508356,1,3,2,1,26/11/2014,4,18:39,12,E09000020,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,E01002828
201401BS70822,527440,179340,-0.165437,51.498588,1,3,2,1,29/11/2014,7,22:40,12,E09000020,3,4,6,30,3,4,3,4,0,0,4,1,2,0,0,1,1,E01002819
201401BS70823,524630,179260,-0.205926,51.498495,1,3,2,1,27/11/2014,5,16:22,12,E09000020,6,0,6,30,3,4,3,3220,0,0,4,1,2,0,0,1,1,E01002867
201401BS70824,526310,178720,-0.18193,51.49327,1,3,2,1,28/11/2014,6,12:52,12,E09000020,5,0,6,30,6,2,5,0,0,5,1,1,2,0,0,1,1,E01002835
201401BS70825,527580,179460,-0.163378,51.499635,1,3,1,2,29/11/2014,7,18:15,12,E09000020,3,4,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002819
201401BS70826,523680,182000,-0.218645,51.523329,1,3,2,1,30/11/2014,1,14:36,12,E09000020,5,0,6,30,8,4,6,0,0,0,1,1,2,0,0,1,1,E01002906
201401BS70827,527770,179700,-0.160555,51.501749,1,3,1,1,30/11/2014,1,13:20,1,E09000033,3,4,6,30,3,2,3,3216,0,5,1,1,1,0,0,1,1,E01004689
201401BS70828,527760,179180,-0.160888,51.497078,1,3,2,1,29/11/2014,7,20:58,12,E09000020,6,0,6,30,3,4,4,319,0,0,4,1,1,0,0,1,1,E01002818
201401BS70829,523840,180610,-0.216828,51.510802,1,3,2,1,01/12/2014,2,18:30,12,E09000020,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002870
201401BS70830,526670,177870,-0.177051,51.48555,1,3,1,1,01/12/2014,2,18:58,12,E09000020,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002911
201401BS70832,526920,177490,-0.173589,51.482079,1,3,2,1,01/12/2014,2,23:00,12,E09000020,3,3220,6,30,6,2,3,3220,0,5,4,1,1,0,0,1,1,E01002840
201401BS70833,524320,180080,-0.210101,51.505933,1,3,2,1,02/12/2014,3,08:50,12,E09000020,3,402,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002871
201401BS70834,527060,178610,-0.171171,51.492113,1,3,2,1,02/12/2014,3,15:10,12,E09000020,3,308,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002823
201401BS70835,526750,178290,-0.175749,51.489307,1,3,2,1,14/11/2014,6,15:40,12,E09000020,3,308,6,30,6,2,5,0,0,5,1,1,1,0,0,1,2,E01002838
201401BS70838,527190,178740,-0.169253,51.493252,1,3,2,1,04/12/2014,5,16:25,12,E09000020,3,308,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002821
201401BS70840,528000,178620,-0.157635,51.491991,1,3,1,1,05/12/2014,6,20:22,12,E09000020,3,3216,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,E01002902
201401BS70841,524110,181180,-0.212739,51.515865,1,2,2,1,06/12/2014,7,01:28,12,E09000020,5,0,6,30,6,4,6,0,0,1,4,1,1,0,0,1,1,E01002879
201401BS70842,527250,179160,-0.168238,51.497013,1,3,2,1,06/12/2014,7,18:31,12,E09000020,3,4,6,30,3,4,6,0,0,4,4,2,2,0,0,1,1,E01002819
201401BS70843,526360,177420,-0.181675,51.481575,1,3,2,1,06/12/2014,7,22:41,12,E09000020,3,3220,6,30,6,2,3,3217,0,5,4,1,1,0,0,1,1,E01002913
201401BS70844,526370,177250,-0.181591,51.480045,1,3,2,1,07/12/2014,1,08:48,12,E09000020,3,3220,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01002841
201401BS70845,525510,178220,-0.193625,51.488954,1,3,2,1,07/12/2014,1,10:06,12,E09000020,3,3220,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01002846
201401BS70846,526090,177600,-0.185497,51.483253,1,3,2,1,06/12/2014,7,21:20,12,E09000020,3,308,6,30,6,2,3,3220,0,5,4,1,1,0,0,1,1,E01002912
201401BS70847,523250,181450,-0.225032,51.51848,1,3,2,1,08/12/2014,2,02:50,12,E09000020,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002876
201401BS70848,524610,181070,-0.205575,51.514767,1,3,1,1,05/12/2014,6,02:39,12,E09000020,4,415,6,30,2,4,6,0,0,1,4,1,1,0,0,1,1,E01002833
201401BS70849,525400,180490,-0.194402,51.509379,1,3,2,1,08/12/2014,2,22:10,12,E09000020,3,402,6,30,6,2,3,402,0,5,4,1,1,0,0,1,1,E01002884
201401BS70855,524950,179240,-0.201326,51.498245,1,3,2,1,09/12/2014,3,13:00,12,E09000020,3,315,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002817
201401BS70857,526370,178190,-0.181255,51.488493,1,3,2,1,10/12/2014,4,12:08,12,E09000020,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002895
201401BS70858,526400,179550,-0.180337,51.500709,1,2,2,1,03/12/2014,4,13:30,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002891
201401BS70859,527690,178430,-0.162167,51.490354,1,3,1,1,22/12/2014,2,04:24,12,E09000020,3,3217,6,30,3,4,5,0,0,0,4,2,2,0,0,1,1,E01002861
201401BS70860,524640,179040,-0.20586,51.496516,1,3,2,1,15/12/2014,2,05:10,12,E09000020,3,3220,6,30,6,2,3,315,0,5,4,1,1,0,0,1,1,E01002814
201401BS70861,526910,178460,-0.173385,51.490799,1,3,2,1,11/12/2014,5,19:10,12,E09000020,3,308,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01002914
201401BS70862,526170,177320,-0.184445,51.480719,1,3,1,1,14/12/2014,1,15:30,12,E09000020,3,308,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002843
201401BS70863,526420,177930,-0.180629,51.486145,1,3,2,1,11/12/2014,5,22:14,12,E09000020,3,308,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002895
201401BS70864,525590,178510,-0.19237,51.491543,1,3,2,1,11/12/2014,5,23:25,12,E09000020,3,3220,2,30,3,4,6,0,0,0,4,4,1,0,0,1,1,E01002849
201401BS70865,526910,177480,-0.173737,51.481991,1,3,1,1,12/12/2014,6,02:49,12,E09000020,3,3220,6,30,6,2,3,3220,0,5,4,5,2,0,0,1,1,E01002840
201401BS70866,525440,178680,-0.194469,51.493104,1,3,1,1,12/12/2014,6,08:00,12,E09000020,3,3220,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002851
201401BS70867,526440,178490,-0.18014,51.491174,1,3,2,2,12/12/2014,6,18:08,12,E09000020,3,3218,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002837
201401BS70868,524420,181080,-0.208308,51.514898,1,3,2,2,13/12/2014,7,11:00,12,E09000020,4,450,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002874
201401BS70869,524460,181230,-0.207679,51.516238,1,3,2,1,14/12/2014,1,01:20,12,E09000020,4,412,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002831
201401BS70870,524950,180380,-0.200922,51.50849,1,3,2,1,13/12/2014,7,20:15,12,E09000020,3,402,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,E01002883
201401BS70871,527210,178150,-0.169177,51.487945,1,3,2,1,13/12/2014,7,21:33,12,E09000020,4,304,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01002914
201401BS70872,528220,177840,-0.154751,51.484931,1,3,2,1,14/12/2014,1,13:00,12,E09000020,3,3212,6,30,8,4,6,0,0,0,1,1,1,0,0,2,1,E01002901
201401BS70875,523520,180930,-0.221325,51.513748,1,3,1,1,09/12/2014,3,18:48,11,E09000013,3,3220,3,50,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01002877
201401BS70876,524780,181580,-0.202946,51.519313,1,3,2,1,17/12/2014,4,14:45,12,E09000020,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01002830
201401BS70877,525180,179930,-0.197769,51.504395,1,3,2,1,17/12/2014,4,04:05,12,E09000020,5,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01002825
201401BS70878,528090,178310,-0.156452,51.489185,1,3,2,1,18/12/2014,5,19:30,12,E09000020,4,302,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002902
201401BS70881,524060,179680,-0.213986,51.502395,1,3,2,1,19/12/2014,6,08:25,12,E09000020,3,3220,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01002866
201401BS70882,527300,178130,-0.167889,51.487745,1,3,2,1,20/12/2014,7,17:30,12,E09000020,3,3217,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002899
201401BS70883,524970,179250,-0.201034,51.49833,1,3,1,1,22/12/2014,2,19:34,12,E09000020,3,315,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002817
201401BS70884,527330,179230,-0.167061,51.497624,1,3,2,1,22/12/2014,2,14:48,12,E09000020,3,4,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002819
201401BS70885,527780,179680,-0.160419,51.501567,1,3,1,2,22/12/2014,2,15:07,1,E09000033,3,3216,6,30,3,2,3,4,0,5,1,1,1,0,0,1,1,E01002818
201401BS70886,526890,178940,-0.1735,51.495117,1,3,1,2,23/12/2014,3,16:23,12,E09000020,3,3218,3,30,6,2,3,3218,0,5,4,1,1,0,0,1,1,E01002821
201401BS70888,526340,178040,-0.181741,51.487152,1,2,1,1,26/12/2014,6,15:00,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002895
201401BS70889,526360,177420,-0.181675,51.481575,1,3,2,1,27/12/2014,7,11:15,12,E09000020,3,3217,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,E01002913
