Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201401CP00333,531780,180820,-0.102396,51.510894,48,3,2,1,03/09/2014,4,19:05,570,E09000001,3,3211,2,30,3,2,5,0,0,5,1,1,1,0,0,2,1,E01032739
201401CP00334,531310,181570,-0.108886,51.517744,48,3,1,1,04/09/2014,5,04:00,570,E09000001,3,40,3,40,3,4,5,0,0,0,4,1,1,0,0,1,1,E01032740
201401CP00335,531600,181340,-0.104795,51.515609,48,3,1,1,14/08/2014,5,13:20,570,E09000001,3,201,6,30,3,2,3,4208,0,5,1,1,1,0,6,1,1,E01032740
201401CP00336,533670,180300,-0.075374,51.505778,48,3,1,1,23/11/2014,1,17:45,570,E09000001,3,100,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01004293
201401CP00337,533330,181670,-0.079752,51.518169,48,3,1,2,30/11/2014,1,02:35,570,E09000001,3,10,6,30,3,2,5,0,0,5,4,8,1,0,0,1,1,E01032739
201401CP00338,533760,180680,-0.073934,51.509171,1,3,1,1,08/11/2014,7,11:04,5,E09000030,3,100,6,30,6,2,3,1203,0,5,1,1,1,0,0,1,1,E01004293
201401CP00339,531850,181700,-0.101059,51.518786,48,3,2,1,09/11/2014,1,14:50,570,E09000001,5,0,2,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00340,533200,181420,-0.081719,51.515953,48,3,1,1,27/11/2014,5,17:34,570,E09000001,3,10,3,40,6,2,3,1211,0,5,4,1,1,0,0,1,1,E01032739
201401CP00342,532970,180950,-0.085209,51.511784,48,2,2,1,23/11/2014,1,10:51,570,E09000001,3,10,6,30,3,2,5,0,0,5,1,2,2,0,0,1,1,E01032739
201401CP00343,532140,181620,-0.096912,51.518,48,2,1,1,18/12/2014,5,18:24,570,E09000001,3,1,3,40,0,-1,-1,0,0,1,4,1,1,0,0,1,1,E01000001
2.0141E+12,425289,560841,-1.606767,54.941618,10,3,2,10,04/09/2014,5,11:04,146,E08000020,5,313,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01008255
201411NH11644,418196,552132,-1.718034,54.863663,11,2,2,87,03/06/2014,3,08:22,169,E06000047,5,11,6,30,3,4,3,693,0,0,1,1,1,0,0,2,1,E01020624
2.01421E+12,384265,306806,-2.234078,52.65872,21,2,2,17,15/10/2014,4,08:20,254,E10000028,5,6,6,60,0,-1,-1,0,0,0,1,1,1,7,0,2,1,E01029670
20144100J0489,523000,199780,-0.222211,51.683269,41,2,2,93,20/10/2014,2,08:22,33,E10000015,3,1081,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01023584
2.01446E+12,558580,162670,0.275386,51.340943,46,2,4,10,26/12/2014,6,22:50,538,E10000016,1,20,3,70,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01024435
